0, 0, Header, 1, 3, 480
1, 0, Start_track
1, 0, Title_t, "Bach's 3rd English Suite: 2. Allemande"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -2, "major"
1, 0, Tempo, 1000000
1, 22081, Tempo, 967742
1, 22185, Tempo, 983607
1, 22237, Tempo, 1000000
1, 22289, Tempo, 1016949
1, 22341, Tempo, 1034483
1, 22393, Tempo, 1052632
1, 22445, Tempo, 1071429
1, 22497, Tempo, 1090909
1, 22549, Tempo, 1111111
1, 23649, Tempo, 1200000
1, 23665, Tempo, 1132075
1, 23821, Tempo, 1153846
1, 23925, Tempo, 1176471
1, 24145, Tempo, 1276596
1, 24249, Tempo, 1304348
1, 24301, Tempo, 1333333
1, 24405, Tempo, 1363636
1, 24457, Tempo, 1395349
1, 24625, Tempo, 1428571
1, 24677, Tempo, 1500000
1, 24729, Tempo, 1578947
1, 24781, Tempo, 1666667
1, 24833, Tempo, 1818182
1, 24897, Tempo, 1071429
1, 44934, Tempo, 1016949
1, 45038, Tempo, 1034483
1, 45090, Tempo, 1052632
1, 45142, Tempo, 1071429
1, 45194, Tempo, 1090909
1, 45246, Tempo, 1111111
1, 45298, Tempo, 1132075
1, 45350, Tempo, 1153846
1, 45402, Tempo, 1176471
1, 45454, Tempo, 1200000
1, 45506, Tempo, 1224490
1, 45558, Tempo, 1250000
1, 46054, Tempo, 1071429
1, 46210, Tempo, 1090909
1, 46314, Tempo, 1111111
1, 46418, Tempo, 1132075
1, 46522, Tempo, 1153846
1, 46626, Tempo, 1176471
1, 46730, Tempo, 1200000
1, 46834, Tempo, 1224490
1, 46938, Tempo, 1250000
1, 47042, Tempo, 1276596
1, 47146, Tempo, 1304348
1, 47171, Tempo, 1428571
1, 47223, Tempo, 1500000
1, 47275, Tempo, 1578947
1, 47327, Tempo, 1666667
1, 47379, Tempo, 1764706
1, 47431, Tempo, 1875000
1, 47907, Tempo, 1132075
1, 47915, Tempo, 1071429
1, 47967, Tempo, 1016949
1, 67985, Tempo, 1016949
1, 68089, Tempo, 1034483
1, 68141, Tempo, 1052632
1, 68193, Tempo, 1071429
1, 68245, Tempo, 1090909
1, 68297, Tempo, 1111111
1, 68349, Tempo, 1132075
1, 68401, Tempo, 1153846
1, 68453, Tempo, 1176471
1, 68505, Tempo, 1200000
1, 68557, Tempo, 1224490
1, 68609, Tempo, 1250000
1, 69145, Tempo, 1016949
1, 69249, Tempo, 1034483
1, 69301, Tempo, 1052632
1, 69353, Tempo, 1071429
1, 69457, Tempo, 1090909
1, 69509, Tempo, 1111111
1, 69561, Tempo, 1132075
1, 69665, Tempo, 1153846
1, 69717, Tempo, 1176471
1, 69769, Tempo, 1200000
1, 69873, Tempo, 1224490
1, 69925, Tempo, 1250000
1, 69977, Tempo, 1276596
1, 70081, Tempo, 1304348
1, 70133, Tempo, 1333333
1, 70185, Tempo, 1363636
1, 70289, Tempo, 1395349
1, 70341, Tempo, 1428571
1, 70393, Tempo, 1463415
1, 70497, Tempo, 1500000
1, 70905, Tempo, 1200000
1, 70957, Tempo, 1132075
1, 71009, Tempo, 1071429
1, 91119, Tempo, 1200000
1, 91131, Tempo, 1132075
1, 91287, Tempo, 1153846
1, 91391, Tempo, 1176471
1, 91495, Tempo, 1200000
1, 91599, Tempo, 1224490
1, 91703, Tempo, 1250000
1, 92159, Tempo, 1071429
1, 92263, Tempo, 1090909
1, 92315, Tempo, 1111111
1, 92367, Tempo, 1132075
1, 92419, Tempo, 1153846
1, 92471, Tempo, 1176471
1, 92523, Tempo, 1200000
1, 92575, Tempo, 1224490
1, 92627, Tempo, 1250000
1, 92679, Tempo, 1276596
1, 92731, Tempo, 1304348
1, 92783, Tempo, 1333333
1, 92835, Tempo, 1363636
1, 92887, Tempo, 1395349
1, 92939, Tempo, 1428571
1, 92991, Tempo, 1463415
1, 93095, Tempo, 1500000
1, 93147, Tempo, 1538462
1, 93199, Tempo, 1578947
1, 93251, Tempo, 1621622
1, 93303, Tempo, 1666667
1, 93355, Tempo, 1714286
1, 93407, Tempo, 1764706
1, 93459, Tempo, 1818182
1, 93511, Tempo, 1875000
1, 93563, Tempo, 1935484
1, 93659, Tempo, 3157895
1, 93659, End_track
2, 0, Start_track
2, 0, Title_t, "Piano 1"
2, 0, Program_c, 0, 6
2, 0, Control_c, 0, 7, 115
2, 0, Control_c, 0, 10, 80
2, 0, Control_c, 0, 91, 127
2, 0, Control_c, 0, 121, 127
2, 1802, Note_on_c, 0, 70, 101
2, 1878, Note_on_c, 0, 70, 0
2, 1930, Note_on_c, 0, 67, 101
2, 1931, Note_on_c, 0, 70, 101
2, 2048, Control_c, 0, 64, 127
2, 2268, Control_c, 0, 64, 0
2, 2277, Note_on_c, 0, 67, 0
2, 2516, Note_on_c, 0, 70, 0
2, 2519, Note_on_c, 0, 79, 101
2, 2632, Note_on_c, 0, 79, 0
2, 2633, Note_on_c, 0, 78, 101
2, 2752, Note_on_c, 0, 79, 101
2, 2763, Note_on_c, 0, 78, 0
2, 2871, Note_on_c, 0, 79, 0
2, 2878, Note_on_c, 0, 69, 101
2, 2878, Note_on_c, 0, 72, 101
2, 2914, Control_c, 0, 64, 127
2, 2989, Control_c, 0, 64, 0
2, 3114, Note_on_c, 0, 69, 0
2, 3478, Note_on_c, 0, 81, 101
2, 3534, Note_on_c, 0, 72, 0
2, 3589, Note_on_c, 0, 81, 0
2, 3589, Note_on_c, 0, 79, 101
2, 3709, Note_on_c, 0, 81, 101
2, 3757, Note_on_c, 0, 79, 0
2, 3824, Note_on_c, 0, 81, 0
2, 3829, Note_on_c, 0, 74, 101
2, 3869, Control_c, 0, 64, 127
2, 3958, Note_on_c, 0, 67, 101
2, 4001, Note_on_c, 0, 74, 0
2, 4073, Note_on_c, 0, 70, 101
2, 4075, Note_on_c, 0, 67, 0
2, 4178, Control_c, 0, 64, 0
2, 4191, Note_on_c, 0, 74, 101
2, 4201, Note_on_c, 0, 70, 0
2, 4318, Note_on_c, 0, 79, 101
2, 4322, Note_on_c, 0, 74, 0
2, 4438, Note_on_c, 0, 82, 101
2, 4445, Note_on_c, 0, 79, 0
2, 4559, Note_on_c, 0, 81, 101
2, 4629, Note_on_c, 0, 82, 0
2, 4673, Note_on_c, 0, 79, 101
2, 4680, Note_on_c, 0, 81, 0
2, 4788, Control_c, 0, 64, 127
2, 4798, Note_on_c, 0, 78, 100
2, 4805, Note_on_c, 0, 79, 0
2, 4921, Note_on_c, 0, 79, 98
2, 4929, Note_on_c, 0, 78, 0
2, 4943, Control_c, 0, 64, 0
2, 5042, Note_on_c, 0, 81, 96
2, 5050, Note_on_c, 0, 79, 0
2, 5161, Note_on_c, 0, 75, 94
2, 5164, Note_on_c, 0, 81, 0
2, 5281, Note_on_c, 0, 74, 92
2, 5285, Note_on_c, 0, 75, 0
2, 5399, Note_on_c, 0, 72, 90
2, 5400, Note_on_c, 0, 74, 0
2, 5521, Note_on_c, 0, 70, 88
2, 5532, Note_on_c, 0, 72, 0
2, 5638, Note_on_c, 0, 70, 0
2, 5639, Note_on_c, 0, 69, 86
2, 5762, Note_on_c, 0, 70, 82
2, 5774, Note_on_c, 0, 69, 0
2, 5803, Control_c, 0, 64, 127
2, 5882, Note_on_c, 0, 67, 82
2, 5962, Control_c, 0, 64, 0
2, 5975, Note_on_c, 0, 67, 0
2, 6309, Note_on_c, 0, 70, 0
2, 6359, Note_on_c, 0, 70, 82
2, 6479, Note_on_c, 0, 72, 82
2, 6489, Note_on_c, 0, 70, 0
2, 6601, Note_on_c, 0, 75, 82
2, 6653, Note_on_c, 0, 72, 0
2, 6716, Note_on_c, 0, 75, 0
2, 6719, Note_on_c, 0, 69, 82
2, 6785, Control_c, 0, 64, 127
2, 6841, Note_on_c, 0, 65, 82
2, 6927, Note_on_c, 0, 65, 0
2, 7064, Control_c, 0, 64, 0
2, 7276, Note_on_c, 0, 69, 0
2, 7319, Note_on_c, 0, 69, 81
2, 7439, Note_on_c, 0, 70, 81
2, 7448, Note_on_c, 0, 69, 0
2, 7559, Note_on_c, 0, 74, 81
2, 7563, Note_on_c, 0, 70, 0
2, 7675, Note_on_c, 0, 74, 0
2, 7679, Note_on_c, 0, 67, 81
2, 7801, Note_on_c, 0, 63, 81
2, 7819, Control_c, 0, 64, 127
2, 7876, Note_on_c, 0, 63, 0
2, 8051, Control_c, 0, 64, 0
2, 8223, Note_on_c, 0, 67, 0
2, 8279, Note_on_c, 0, 67, 81
2, 8401, Note_on_c, 0, 69, 81
2, 8410, Note_on_c, 0, 67, 0
2, 8519, Note_on_c, 0, 72, 80
2, 8522, Note_on_c, 0, 69, 0
2, 8639, Note_on_c, 0, 66, 80
2, 8647, Note_on_c, 0, 72, 0
2, 8759, Note_on_c, 0, 69, 80
2, 8765, Note_on_c, 0, 66, 0
2, 8881, Note_on_c, 0, 72, 80
2, 8929, Note_on_c, 0, 69, 0
2, 8999, Note_on_c, 0, 74, 80
2, 9006, Note_on_c, 0, 72, 0
2, 9116, Note_on_c, 0, 74, 0
2, 9119, Note_on_c, 0, 67, 80
2, 9241, Note_on_c, 0, 70, 80
2, 9246, Note_on_c, 0, 67, 0
2, 9359, Note_on_c, 0, 74, 80
2, 9362, Note_on_c, 0, 70, 0
2, 9479, Note_on_c, 0, 75, 80
2, 9483, Note_on_c, 0, 74, 0
2, 9598, Note_on_c, 0, 75, 0
2, 9599, Note_on_c, 0, 69, 80
2, 9718, Note_on_c, 0, 72, 80
2, 9724, Note_on_c, 0, 69, 0
2, 9835, Note_on_c, 0, 72, 0
2, 9838, Note_on_c, 0, 74, 79
2, 9952, Note_on_c, 0, 78, 81
2, 9961, Note_on_c, 0, 74, 0
2, 10070, Note_on_c, 0, 70, 82
2, 10072, Note_on_c, 0, 78, 0
2, 10189, Note_on_c, 0, 74, 84
2, 10200, Note_on_c, 0, 70, 0
2, 10298, Note_on_c, 0, 74, 0
2, 10310, Note_on_c, 0, 78, 85
2, 10428, Note_on_c, 0, 79, 86
2, 10438, Note_on_c, 0, 78, 0
2, 10550, Note_on_c, 0, 81, 88
2, 10559, Note_on_c, 0, 79, 0
2, 10595, Control_c, 0, 64, 127
2, 10670, Note_on_c, 0, 79, 89
2, 10682, Note_on_c, 0, 81, 0
2, 10791, Note_on_c, 0, 78, 91
2, 10803, Note_on_c, 0, 79, 0
2, 10879, Control_c, 0, 64, 0
2, 10910, Note_on_c, 0, 76, 92
2, 10920, Note_on_c, 0, 78, 0
2, 11030, Note_on_c, 0, 74, 94
2, 11034, Note_on_c, 0, 76, 0
2, 11150, Note_on_c, 0, 75, 95
2, 11157, Note_on_c, 0, 74, 0
2, 11278, Note_on_c, 0, 75, 0
2, 11278, Note_on_c, 0, 77, 97
2, 11335, Note_on_c, 0, 75, 97
2, 11340, Note_on_c, 0, 77, 0
2, 11397, Note_on_c, 0, 75, 0
2, 11398, Note_on_c, 0, 74, 98
2, 11456, Note_on_c, 0, 75, 99
2, 11460, Note_on_c, 0, 74, 0
2, 11518, Note_on_c, 0, 75, 0
2, 11519, Note_on_c, 0, 71, 99
2, 11519, Note_on_c, 0, 74, 99
2, 11519, Note_on_c, 0, 77, 99
2, 11547, Control_c, 0, 64, 127
2, 11821, Control_c, 0, 64, 0
2, 11999, Note_on_c, 0, 74, 0
2, 12119, Note_on_c, 0, 71, 0
2, 12121, Note_on_c, 0, 72, 100
2, 12240, Note_on_c, 0, 72, 0
2, 12241, Note_on_c, 0, 74, 100
2, 12303, Note_on_c, 0, 72, 100
2, 12305, Note_on_c, 0, 74, 0
2, 12361, Note_on_c, 0, 71, 101
2, 12363, Note_on_c, 0, 72, 0
2, 12427, Note_on_c, 0, 72, 101
2, 12429, Note_on_c, 0, 71, 0
2, 12477, Note_on_c, 0, 74, 101
2, 12535, Note_on_c, 0, 72, 0
2, 12596, Note_on_c, 0, 74, 0
2, 12597, Note_on_c, 0, 75, 101
2, 12667, Note_on_c, 0, 77, 0
2, 12725, Note_on_c, 0, 75, 0
2, 12727, Note_on_c, 0, 77, 101
2, 12790, Note_on_c, 0, 75, 102
2, 12793, Note_on_c, 0, 77, 0
2, 12848, Note_on_c, 0, 74, 102
