0, 0, Header, 1, 5, 480
1, 0, Start_track
1, 0, Title_t, "Untitled"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 600000
1, 0, Marker_t, "Beethoven"
1, 1440, Tempo, 810811
1, 1680, Tempo, 821918
1, 1920, Tempo, 789474
1, 1920, Marker_t, "Ich denke dein"
1, 2840, Tempo, 810811
1, 2880, Tempo, 789474
1, 3720, Tempo, 810811
1, 3840, Tempo, 789474
1, 3840, Marker_t, "Bunji Hisamori"
1, 4760, Tempo, 810811
1, 4800, Tempo, 789474
1, 5640, Tempo, 810811
1, 5760, Tempo, 789474
1, 5760, Marker_t, "July 1998"
1, 6680, Tempo, 810811
1, 6720, Tempo, 789474
1, 7560, Tempo, 810811
1, 7680, Tempo, 789474
1, 8580, Tempo, 810811
1, 8700, Tempo, 789474
1, 9480, Tempo, 810811
1, 9600, Tempo, 789474
1, 10260, Tempo, 810811
1, 10500, Tempo, 821918
1, 10575, Tempo, 789474
1, 11400, Tempo, 821918
1, 11745, Tempo, 810811
1, 12440, Tempo, 810811
1, 12480, Tempo, 789474
1, 12660, Tempo, 821918
1, 12780, Tempo, 810811
1, 13200, Tempo, 821918
1, 13440, Tempo, 789474
1, 14360, Tempo, 810811
1, 14400, Tempo, 789474
1, 15240, Tempo, 810811
1, 15360, Tempo, 789474
1, 16280, Tempo, 810811
1, 16320, Tempo, 789474
1, 17160, Tempo, 810811
1, 17280, Tempo, 789474
1, 19080, Tempo, 810811
1, 19200, Tempo, 789474
1, 20120, Tempo, 810811
1, 20160, Tempo, 789474
1, 21000, Tempo, 810811
1, 21120, Tempo, 789474
1, 22040, Tempo, 810811
1, 22080, Tempo, 789474
1, 22920, Tempo, 810811
1, 23280, Tempo, 789474
1, 24900, Tempo, 810811
1, 24960, Tempo, 789474
1, 26820, Tempo, 810811
1, 26880, Tempo, 789474
1, 27780, Tempo, 810811
1, 27840, Tempo, 789474
1, 28680, Tempo, 810811
1, 28920, Tempo, 789474
1, 29160, Tempo, 821918
1, 29280, Tempo, 789474
1, 29640, Tempo, 810811
1, 30600, Tempo, 821918
1, 31080, Tempo, 845070
1, 31320, Tempo, 895522
1, 31450, Tempo, 1132075
1, 31680, Tempo, 2727273
1, 32160, Tempo, 674157
1, 32160, Marker_t, "1"
1, 32520, Tempo, 689655
1, 32640, Tempo, 674157
1, 34507, Tempo, 689655
1, 34560, Tempo, 674157
1, 36370, Tempo, 689655
1, 36480, Tempo, 674157
1, 38350, Tempo, 689655
1, 38400, Tempo, 674157
1, 40200, Tempo, 689655
1, 40320, Tempo, 674157
1, 42200, Tempo, 689655
1, 43110, Tempo, 705882
1, 43200, Tempo, 769231
1, 43665, Tempo, 705882
1, 44040, Tempo, 722892
1, 44160, Tempo, 674157
1, 46040, Tempo, 689655
1, 46080, Tempo, 674157
1, 47880, Tempo, 689655
1, 48000, Tempo, 674157
1, 49860, Tempo, 689655
1, 49920, Tempo, 674157
1, 51720, Tempo, 689655
1, 51840, Tempo, 674157
1, 53640, Tempo, 689655
1, 53760, Tempo, 674157
1, 55640, Tempo, 689655
1, 55680, Tempo, 674157
1, 57560, Tempo, 689655
1, 57600, Tempo, 674157
1, 58440, Tempo, 689655
1, 58560, Tempo, 674157
1, 58920, Tempo, 689655
1, 59040, Tempo, 674157
1, 59480, Tempo, 689655
1, 59520, Tempo, 674157
1, 61320, Tempo, 689655
1, 61440, Tempo, 674157
1, 61860, Tempo, 689655
1, 62170, Tempo, 731707
1, 62220, Tempo, 845070
1, 62400, Tempo, 1935484
1, 62880, Tempo, 600000
1, 62880, Marker_t, "2"
1, 63320, Tempo, 612245
1, 63360, Tempo, 600000
1, 64280, Tempo, 606061
1, 64320, Tempo, 600000
1, 65240, Tempo, 612245
1, 65280, Tempo, 600000
1, 66200, Tempo, 606061
1, 66240, Tempo, 600000
1, 67080, Tempo, 612245
1, 67200, Tempo, 600000
1, 68120, Tempo, 606061
1, 68160, Tempo, 600000
1, 69080, Tempo, 612245
1, 69120, Tempo, 600000
1, 70040, Tempo, 606061
1, 70080, Tempo, 600000
1, 71000, Tempo, 612245
1, 71040, Tempo, 600000
1, 71960, Tempo, 606061
1, 72000, Tempo, 600000
1, 72920, Tempo, 612245
1, 72960, Tempo, 600000
1, 73880, Tempo, 612245
1, 74060, Tempo, 600000
1, 74655, Tempo, 612245
1, 74760, Tempo, 659341
1, 74880, Tempo, 600000
1, 75800, Tempo, 606061
1, 75840, Tempo, 600000
1, 76760, Tempo, 612245
1, 76800, Tempo, 600000
1, 77720, Tempo, 606061
1, 77760, Tempo, 600000
1, 78680, Tempo, 612245
1, 78720, Tempo, 600000
1, 80520, Tempo, 612245
1, 80640, Tempo, 600000
1, 81560, Tempo, 606061
