0, 0, Header, 1, 3, 360
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, Time_signature, 6, 3, 12, 8
1, 0, Key_signature, 2, "major"
1, 0, Tempo, 1500000
1, 3240, Time_signature, 9, 3, 12, 8
1, 5850, Tempo, 5000000
1, 5940, Tempo, 1500000
1, 6390, Tempo, 5000000
1, 6480, Time_signature, 6, 3, 12, 8
1, 6480, Tempo, 1500000
1, 12330, Tempo, 5000000
1, 12420, Tempo, 1500000
1, 12960, Time_signature, 9, 3, 12, 8
1, 12960, Tempo, 461538
1, 14580, Time_signature, 6, 3, 12, 8
1, 32940, Time_signature, 9, 3, 12, 8
1, 44280, Time_signature, 6, 3, 12, 8
1, 46440, Time_signature, 9, 3, 12, 8
1, 48060, Time_signature, 6, 3, 12, 8
1, 50220, Time_signature, 9, 3, 12, 8
1, 68040, Time_signature, 6, 3, 12, 8
1, 72360, Time_signature, 9, 3, 12, 8
1, 77220, Time_signature, 6, 3, 12, 8
1, 81540, Time_signature, 9, 3, 12, 8
1, 107460, Time_signature, 6, 3, 12, 8
1, 109620, Time_signature, 9, 3, 12, 8
1, 111240, Time_signature, 6, 3, 12, 8
1, 112320, Time_signature, 9, 3, 12, 8
1, 113940, Time_signature, 6, 3, 12, 8
1, 116100, Time_signature, 9, 3, 12, 8
1, 117720, Time_signature, 6, 3, 12, 8
1, 118800, Time_signature, 9, 3, 12, 8
1, 128520, Time_signature, 6, 3, 12, 8
1, 129600, Time_signature, 9, 3, 12, 8
1, 136080, Time_signature, 6, 3, 12, 8
1, 138240, Time_signature, 9, 3, 12, 8
1, 149580, Time_signature, 6, 3, 12, 8
1, 150660, Time_signature, 9, 3, 12, 8
1, 153900, Time_signature, 6, 3, 12, 8
1, 154980, Time_signature, 9, 3, 12, 8
1, 156600, Time_signature, 6, 3, 12, 8
1, 166320, Tempo, 5000000
1, 166410, Tempo, 461538
1, 167400, Tempo, 1500000
1, 168480, Time_signature, 9, 3, 12, 8
1, 171630, Tempo, 5000000
1, 171720, Time_signature, 6, 3, 12, 8
1, 171720, Tempo, 1500000
1, 178200, Time_signature, 9, 3, 12, 8
1, 178200, Tempo, 461538
1, 191160, Time_signature, 6, 3, 12, 8
1, 202950, Tempo, 5000000
1, 203040, Time_signature, 9, 3, 12, 8
1, 203040, Key_signature, 0, "major"
1, 203040, Tempo, 461538
1, 219240, Key_signature, -5, "major"
1, 219240, Tempo, 600000
1, 222480, Time_signature, 6, 3, 12, 8
1, 231120, Time_signature, 9, 3, 12, 8
1, 234360, Time_signature, 6, 3, 12, 8
1, 239760, Time_signature, 9, 3, 12, 8
1, 257580, Time_signature, 6, 3, 12, 8
1, 261900, Time_signature, 9, 3, 12, 8
