0, 0, Header, 1, 5, 480
1, 0, Start_track
1, 0, Title_t, "brahms waltzes op39 no7 4hands"
1, 0, Copyright_t, "Segundo G. Yogore, 2004, dody@info.com.ph \012__________________________________________________________\012Kunst der Fuge comment: this is the Contributor's property.\012Can *not* be used for commercial purposes without authorization!\012Copyright by Contributor - Kunst der Fuge, © 2002-05\012http://www.kunstderfuge.com/thanks.htm -> Contributors' list\012http://www.kunstderfuge.com/notes.htm -> Terms & conditions"
1, 0, Text_t, "sequenced by Segundo G. Yogore, 2004\012"
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, 4, "major"
1, 0, Tempo, 545455
1, 8880, Tempo, 560748
1, 9120, Tempo, 576923
1, 9360, Tempo, 594059
1, 9600, Tempo, 618557
1, 9840, Tempo, 638298
1, 10080, Tempo, 659341
1, 10320, Tempo, 681818
1, 10560, Tempo, 714286
1, 11520, Tempo, 545455
1, 20400, Tempo, 560748
1, 20640, Tempo, 576923
1, 20880, Tempo, 594059
1, 21120, Tempo, 618557
1, 21360, Tempo, 638298
1, 21600, Tempo, 659341
1, 21840, Tempo, 681818
1, 22080, Tempo, 714286
1, 23040, Tempo, 545455
1, 29040, Tempo, 560748
1, 29280, Tempo, 576923
1, 29520, Tempo, 594059
1, 29760, Tempo, 618557
1, 30000, Tempo, 638298
1, 30240, Tempo, 659341
1, 30480, Tempo, 681818
1, 30720, Tempo, 714286
1, 31680, Tempo, 545455
1, 37680, Tempo, 560748
1, 37920, Tempo, 576923
1, 38160, Tempo, 594059
1, 38400, Tempo, 618557
1, 38640, Tempo, 638298
1, 38880, Tempo, 659341
1, 39120, Tempo, 681818
1, 39360, Tempo, 714286
1, 40320, Tempo, 545455
1, 49200, Tempo, 560748
1, 49440, Tempo, 576923
1, 49680, Tempo, 594059
1, 49920, Tempo, 618557
1, 50160, Tempo, 638298
1, 50400, Tempo, 659341
1, 50640, Tempo, 681818
1, 50880, Tempo, 714286
1, 51840, Tempo, 545455
1, 57840, Tempo, 560748
1, 58080, Tempo, 576923
1, 58320, Tempo, 594059
1, 58560, Tempo, 618557
1, 58800, Tempo, 638298
1, 59040, Tempo, 659341
1, 59280, Tempo, 681818
1, 59520, Tempo, 714286
1, 60480, Tempo, 545455
1, 66480, Tempo, 560748
1, 66720, Tempo, 576923
1, 66960, Tempo, 594059
1, 67200, Tempo, 618557
1, 67440, Tempo, 638298
1, 67680, Tempo, 659341
1, 67920, Tempo, 681818
1, 68160, Tempo, 714286
1, 69120, Tempo, 545455
1, 75120, Tempo, 560748
1, 75360, Tempo, 576923
1, 75600, Tempo, 594059
1, 75840, Tempo, 618557
1, 76080, Tempo, 638298
1, 76320, Tempo, 659341
1, 76560, Tempo, 681818
1, 76800, Tempo, 714286
1, 77760, Tempo, 545455
1, 86640, Tempo, 560748
1, 86880, Tempo, 576923
1, 87120, Tempo, 594059
1, 87360, Tempo, 618557
1, 87600, Tempo, 638298
1, 87840, Tempo, 659341
1, 88080, Tempo, 681818
1, 88320, Tempo, 714286
1, 89280, Tempo, 545455
1, 95280, Tempo, 560748
1, 95520, Tempo, 576923
1, 95760, Tempo, 594059
1, 96000, Tempo, 618557
1, 96240, Tempo, 638298
1, 96480, Tempo, 659341
1, 96720, Tempo, 681818
1, 96960, Tempo, 714286
1, 99360, Time_signature, 6, 2, 24, 8
1, 99360, End_track
2, 0, Start_track
2, 0, Title_t, "Grand Piano"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 115
2, 0, Control_c, 0, 10, 95
2, 0, Control_c, 0, 64, 127
2, 0, Note_on_c, 0, 80, 62
2, 720, Note_on_c, 0, 80, 0
2, 720, Note_on_c, 0, 81, 62
2, 960, Note_on_c, 0, 81, 0
2, 960, Control_c, 0, 64, 0
2, 960, Note_on_c, 0, 80, 62
2, 1440, Note_on_c, 0, 80, 0
2, 1440, Control_c, 0, 64, 127
2, 1440, Note_on_c, 0, 76, 62
2, 1680, Note_on_c, 0, 76, 0
2, 1680, Note_on_c, 0, 78, 62
2, 1920, Note_on_c, 0, 78, 0
2, 1920, Control_c, 0, 64, 0
2, 1920, Note_on_c, 0, 80, 62
2, 2880, Note_on_c, 0, 80, 0
2, 2880, Control_c, 0, 64, 127
2, 2880, Note_on_c, 0, 80, 62
2, 3600, Note_on_c, 0, 80, 0
2, 3600, Note_on_c, 0, 81, 62
2, 3840, Note_on_c, 0, 81, 0
2, 3840, Control_c, 0, 64, 0
2, 3840, Note_on_c, 0, 80, 62
2, 4320, Note_on_c, 0, 80, 0
2, 4320, Control_c, 0, 64, 127
2, 4320, Note_on_c, 0, 81, 62
2, 4560, Note_on_c, 0, 81, 0
2, 4560, Note_on_c, 0, 82, 62
2, 4800, Note_on_c, 0, 82, 0
2, 4800, Control_c, 0, 64, 0
2, 4800, Note_on_c, 0, 83, 62
2, 5760, Note_on_c, 0, 83, 0
2, 5760, Note_on_c, 0, 83, 62
2, 6000, Note_on_c, 0, 83, 0
2, 6000, Note_on_c, 0, 85, 62
2, 6240, Note_on_c, 0, 85, 0
2, 6240, Note_on_c, 0, 86, 62
2, 6960, Note_on_c, 0, 86, 0
2, 6960, Note_on_c, 0, 85, 62
2, 7200, Note_on_c, 0, 85, 0
2, 7200, Control_c, 0, 64, 127
2, 7200, Note_on_c, 0, 85, 62
2, 7920, Note_on_c, 0, 85, 0
2, 7920, Note_on_c, 0, 86, 75
2, 8160, Note_on_c, 0, 86, 0
2, 8160, Control_c, 0, 64, 0
2, 8160, Note_on_c, 0, 85, 75
2, 8640, Note_on_c, 0, 85, 0
2, 8640, Note_on_c, 0, 85, 75
2, 8880, Note_on_c, 0, 85, 0
2, 8880, Note_on_c, 0, 87, 75
2, 9120, Note_on_c, 0, 87, 0
2, 9120, Note_on_c, 0, 88, 88
2, 9840, Note_on_c, 0, 88, 0
2, 9840, Note_on_c, 0, 87, 88
2, 10080, Note_on_c, 0, 87, 0
2, 10080, Control_c, 0, 64, 127
2, 10080, Note_on_c, 0, 87, 88
2, 10560, Note_on_c, 0, 87, 0
2, 10560, Note_on_c, 0, 84, 75
2, 11040, Note_on_c, 0, 84, 0
2, 11040, Control_c, 0, 64, 0
2, 11040, Note_on_c, 0, 81, 62
2, 11520, Note_on_c, 0, 81, 0
2, 11520, Control_c, 0, 64, 127
2, 11520, Note_on_c, 0, 80, 62
2, 12240, Note_on_c, 0, 80, 0
2, 12240, Note_on_c, 0, 81, 62
2, 12480, Note_on_c, 0, 81, 0
2, 12480, Control_c, 0, 64, 0
2, 12480, Note_on_c, 0, 80, 62
2, 12960, Note_on_c, 0, 80, 0
2, 12960, Control_c, 0, 64, 127
2, 12960, Note_on_c, 0, 76, 62
2, 13200, Note_on_c, 0, 76, 0
2, 13200, Note_on_c, 0, 78, 62
2, 13440, Note_on_c, 0, 78, 0
2, 13440, Control_c, 0, 64, 0
2, 13440, Note_on_c, 0, 80, 62
2, 14400, Note_on_c, 0, 80, 0
2, 14400, Control_c, 0, 64, 127
2, 14400, Note_on_c, 0, 80, 62
2, 15120, Note_on_c, 0, 80, 0
2, 15120, Note_on_c, 0, 81, 62
2, 15360, Note_on_c, 0, 81, 0
2, 15360, Control_c, 0, 64, 0
2, 15360, Note_on_c, 0, 80, 62
2, 15840, Note_on_c, 0, 80, 0
2, 15840, Control_c, 0, 64, 127
2, 15840, Note_on_c, 0, 81, 62
2, 16080, Note_on_c, 0, 81, 0
2, 16080, Note_on_c, 0, 82, 62
2, 16320, Note_on_c, 0, 82, 0
2, 16320, Control_c, 0, 64, 0
2, 16320, Note_on_c, 0, 83, 62
2, 17280, Note_on_c, 0, 83, 0
2, 17280, Note_on_c, 0, 83, 62
2, 17520, Note_on_c, 0, 83, 0
2, 17520, Note_on_c, 0, 85, 62
2, 17760, Note_on_c, 0, 85, 0
2, 17760, Note_on_c, 0, 86, 62
2, 18480, Note_on_c, 0, 86, 0
2, 18480, Note_on_c, 0, 85, 62
2, 18720, Note_on_c, 0, 85, 0
2, 18720, Control_c, 0, 64, 127
2, 18720, Note_on_c, 0, 85, 62
2, 19440, Note_on_c, 0, 85, 0
2, 19440, Note_on_c, 0, 86, 75
2, 19680, Note_on_c, 0, 86, 0
2, 19680, Control_c, 0, 64, 0
2, 19680, Note_on_c, 0, 85, 75
2, 20160, Note_on_c, 0, 85, 0
2, 20160, Note_on_c, 0, 85, 75
2, 20400, Note_on_c, 0, 85, 0
2, 20400, Note_on_c, 0, 87, 75
2, 20640, Note_on_c, 0, 87, 0
2, 20640, Note_on_c, 0, 88, 88
2, 21360, Note_on_c, 0, 88, 0
2, 21360, Note_on_c, 0, 87, 88
2, 21600, Note_on_c, 0, 87, 0
2, 21600, Control_c, 0, 64, 127
2, 21600, Note_on_c, 0, 87, 88
2, 22080, Note_on_c, 0, 87, 0
2, 22080, Note_on_c, 0, 85, 75
2, 22560, Note_on_c, 0, 85, 0
2, 22560, Control_c, 0, 64, 0
2, 22560, Note_on_c, 0, 83, 62
2, 23040, Note_on_c, 0, 83, 0
2, 23040, Control_c, 0, 64, 127
2, 23040, Note_on_c, 0, 80, 49
2, 23040, Note_on_c, 0, 83, 49
2, 23760, Note_on_c, 0, 83, 0
2, 23760, Note_on_c, 0, 80, 0
2, 23760, Note_on_c, 0, 81, 49
2, 23760, Note_on_c, 0, 85, 49
2, 24000, Note_on_c, 0, 85, 0
2, 24000, Note_on_c, 0, 81, 0
2, 24000, Note_on_c, 0, 80, 49
2, 24000, Note_on_c, 0, 83, 49
2, 24480, Note_on_c, 0, 83, 0
2, 24480, Note_on_c, 0, 80, 0
2, 24480, Note_on_c, 0, 78, 49
2, 24480, Note_on_c, 0, 81, 49
2, 24720, Note_on_c, 0, 81, 0
2, 24720, Note_on_c, 0, 78, 0
2, 24720, Note_on_c, 0, 76, 49
2, 24720, Note_on_c, 0, 80, 49
2, 24960, Note_on_c, 0, 80, 0
2, 24960, Note_on_c, 0, 76, 0
2, 24960, Note_on_c, 0, 78, 49
2, 24960, Note_on_c, 0, 81, 49
2, 25680, Note_on_c, 0, 81, 0
2, 25680, Note_on_c, 0, 78, 0
2, 25680, Note_on_c, 0, 76, 49
2, 25680, Note_on_c, 0, 80, 49
2, 25920, Note_on_c, 0, 80, 0
2, 25920, Note_on_c, 0, 76, 0
2, 25920, Note_on_c, 0, 75, 49
2, 25920, Note_on_c, 0, 78, 49
2, 26160, Note_on_c, 0, 78, 0
2, 26160, Note_on_c, 0, 75, 0
2, 26160, Note_on_c, 0, 76, 49
2, 26160, Note_on_c, 0, 80, 49
2, 26400, Note_on_c, 0, 80, 0
2, 26400, Note_on_c, 0, 76, 0
2, 26400, Note_on_c, 0, 75, 49
2, 26400, Note_on_c, 0, 78, 49
2, 27120, Note_on_c, 0, 78, 0
2, 27120, Note_on_c, 0, 75, 0
2, 27120, Control_c, 0, 64, 0
2, 27120, Note_on_c, 0, 73, 49
2, 27120, Note_on_c, 0, 76, 49
2, 27360, Note_on_c, 0, 76, 0
2, 27360, Note_on_c, 0, 73, 0
2, 27360, Control_c, 0, 64, 127
2, 27360, Note_on_c, 0, 71, 49
2, 27360, Note_on_c, 0, 75, 49
2, 27600, Note_on_c, 0, 75, 0
2, 27600, Note_on_c, 0, 71, 0
2, 27600, Note_on_c, 0, 73, 49
2, 27600, Note_on_c, 0, 76, 49
2, 27840, Note_on_c, 0, 76, 0
2, 27840, Note_on_c, 0, 73, 0
2, 27840, Note_on_c, 0, 70, 49
2, 27840, Note_on_c, 0, 73, 49
2, 28560, Note_on_c, 0, 73, 0
2, 28560, Note_on_c, 0, 70, 0
2, 28560, Control_c, 0, 64, 0
2, 28560, Note_on_c, 0, 75, 49
2, 28560, Note_on_c, 0, 78, 49
2, 28800, Note_on_c, 0, 78, 0
2, 28800, Note_on_c, 0, 75, 0
