0, 0, Header, 1, 5, 480
1, 0, Start_track
1, 0, Title_t, "tchaikovsky six pieces on one theme op21 no3 impromptu"
1, 0, Copyright_t, "Adaptation for Disklavier pianos, by: Robert C. Kuhmann (c) 2012."
1, 0, Text_t, "Seq. (c) by: Segundo G. Yogore,  2007\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 4, "major"
1, 0, Tempo, 400000
1, 3840, Time_signature, 2, 2, 24, 8
1, 4800, Time_signature, 4, 2, 24, 8
1, 10560, Time_signature, 6, 2, 24, 8
1, 13440, Time_signature, 4, 2, 24, 8
1, 19200, Time_signature, 2, 2, 24, 8
1, 19440, Tempo, 416667
1, 19680, Tempo, 434783
1, 19920, Tempo, 454545
1, 20160, Time_signature, 6, 2, 24, 8
1, 20160, Tempo, 483871
1, 20400, Tempo, 508475
1, 20640, Tempo, 535714
1, 20880, Tempo, 566038
1, 21120, Tempo, 612245
1, 23040, Time_signature, 4, 2, 24, 8
1, 24960, Tempo, 461538
1, 36480, Tempo, 461538
1, 48000, Time_signature, 6, 2, 24, 8
1, 50880, Time_signature, 4, 2, 24, 8
1, 50880, Tempo, 400000
1, 54720, Time_signature, 2, 2, 24, 8
1, 55680, Time_signature, 4, 2, 24, 8
1, 62400, Tempo, 600000
1, 67200, Tempo, 400000
1, 78960, Tempo, 416667
1, 79200, Tempo, 434783
1, 79440, Tempo, 454545
1, 79680, Tempo, 483871
1, 79920, Tempo, 508475
1, 80160, Tempo, 535714
1, 80400, Tempo, 566038
1, 80640, Tempo, 612245
1, 82560, Time_signature, 10, 2, 24, 8
1, 82560, End_track
2, 0, Start_track
2, 0, Title_t, "Grand Piano"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 115
2, 0, Control_c, 0, 10, 86
2, 159, Control_c, 0, 64, 127
2, 159, Note_on_c, 0, 68, 75
2, 320, Note_on_c, 0, 68, 0
2, 320, Note_on_c, 0, 69, 75
2, 639, Note_on_c, 0, 69, 0
2, 639, Note_on_c, 0, 68, 75
2, 800, Note_on_c, 0, 68, 0
2, 800, Note_on_c, 0, 67, 75
2, 1119, Note_on_c, 0, 67, 0
2, 1119, Note_on_c, 0, 68, 75
2, 1280, Note_on_c, 0, 68, 0
2, 1280, Note_on_c, 0, 73, 75
2, 1599, Note_on_c, 0, 73, 0
2, 1599, Note_on_c, 0, 68, 75
2, 1760, Note_on_c, 0, 68, 0
2, 1760, Note_on_c, 0, 67, 75
2, 1920, Control_c, 0, 64, 0
2, 2079, Note_on_c, 0, 67, 0
2, 2079, Control_c, 0, 64, 127
2, 2079, Note_on_c, 0, 68, 75
2, 2240, Note_on_c, 0, 68, 0
2, 2240, Note_on_c, 0, 66, 75
2, 2559, Note_on_c, 0, 66, 0
2, 2559, Note_on_c, 0, 64, 75
2, 2720, Note_on_c, 0, 64, 0
2, 2720, Note_on_c, 0, 63, 75
2, 3039, Note_on_c, 0, 63, 0
2, 3039, Note_on_c, 0, 61, 75
2, 3200, Note_on_c, 0, 61, 0
2, 3200, Note_on_c, 0, 69, 75
2, 3519, Note_on_c, 0, 69, 0
2, 3519, Note_on_c, 0, 60, 75
2, 3680, Note_on_c, 0, 60, 0
2, 3680, Note_on_c, 0, 68, 75
2, 3840, Control_c, 0, 64, 0
2, 4800, Note_on_c, 0, 68, 0
2, 4959, Control_c, 0, 64, 127
2, 4959, Note_on_c, 0, 59, 62
2, 5120, Note_on_c, 0, 59, 0
2, 5120, Note_on_c, 0, 60, 62
2, 5439, Note_on_c, 0, 60, 0
2, 5439, Note_on_c, 0, 68, 62
2, 5600, Note_on_c, 0, 68, 0
2, 5600, Note_on_c, 0, 61, 62
2, 5919, Note_on_c, 0, 61, 0
2, 5919, Note_on_c, 0, 64, 75
2, 6080, Note_on_c, 0, 64, 0
2, 6080, Note_on_c, 0, 65, 75
2, 6399, Note_on_c, 0, 65, 0
2, 6399, Note_on_c, 0, 73, 75
2, 6560, Note_on_c, 0, 73, 0
2, 6560, Control_c, 0, 64, 0
2, 6560, Note_on_c, 0, 66, 75
2, 6720, Note_on_c, 0, 66, 0
2, 6879, Control_c, 0, 64, 127
2, 6879, Note_on_c, 0, 76, 88
2, 7040, Note_on_c, 0, 76, 0
2, 7040, Note_on_c, 0, 75, 88
2, 7359, Note_on_c, 0, 75, 0
2, 7359, Note_on_c, 0, 73, 88
2, 7520, Note_on_c, 0, 73, 0
2, 7520, Note_on_c, 0, 71, 88
2, 7839, Note_on_c, 0, 71, 0
2, 7839, Note_on_c, 0, 69, 88
2, 8000, Note_on_c, 0, 69, 0
2, 8000, Note_on_c, 0, 77, 88
2, 8400, Note_on_c, 0, 77, 0
2, 8400, Control_c, 0, 64, 0
