0, 0, Header, 1, 5, 192
1, 0, Start_track
1, 0, Title_t, "Francis Poulenc: Cinq Impromptus - 2. Allegro vivace"
1, 0, Copyright_t, "Adaptation for Disklavier pianos, by: Robert C. Kuhmann (c) 2012."
1, 0, Text_t, "By Lyndon Meyer\012"
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 250000
1, 4, Tempo, 248963
1, 9, Tempo, 247934
1, 14, Tempo, 246914
1, 19, Tempo, 245902
1, 24, Tempo, 244898
1, 28, Tempo, 243902
1, 33, Tempo, 242915
1, 38, Tempo, 241935
1, 43, Tempo, 240964
1, 48, Tempo, 240000
1, 52, Tempo, 239044
1, 57, Tempo, 238095
1, 62, Tempo, 237154
1, 67, Tempo, 236220
1, 72, Tempo, 235294
1, 76, Tempo, 234375
1, 81, Tempo, 233463
1, 86, Tempo, 232558
1, 91, Tempo, 231660
1, 96, Tempo, 230769
1, 100, Tempo, 229885
1, 105, Tempo, 229008
1, 110, Tempo, 228137
1, 115, Tempo, 227273
1, 120, Tempo, 226415
1, 124, Tempo, 225564
1, 129, Tempo, 224719
1, 134, Tempo, 223881
1, 139, Tempo, 223048
1, 144, Tempo, 222222
1, 148, Tempo, 221402
1, 153, Tempo, 220588
1, 158, Tempo, 219780
1, 163, Tempo, 218978
1, 168, Tempo, 218182
1, 172, Tempo, 217391
1, 177, Tempo, 216606
1, 182, Tempo, 215827
1, 187, Tempo, 215054
1, 192, Tempo, 214286
1, 196, Tempo, 213523
1, 201, Tempo, 212766
1, 206, Tempo, 212014
1, 211, Tempo, 211268
1, 216, Tempo, 210526
1, 220, Tempo, 209790
1, 225, Tempo, 209059
1, 230, Tempo, 208333
1, 235, Tempo, 207612
1, 240, Tempo, 206897
1, 244, Tempo, 206186
1, 249, Tempo, 205479
1, 254, Tempo, 204778
1, 259, Tempo, 204082
1, 264, Tempo, 203390
1, 268, Tempo, 202703
1, 273, Tempo, 202020
1, 278, Tempo, 201342
1, 283, Tempo, 200669
1, 288, Tempo, 200000
1, 292, Tempo, 199336
1, 297, Tempo, 198675
1, 302, Tempo, 198020
1, 307, Tempo, 197368
1, 312, Tempo, 196721
1, 316, Tempo, 196078
1, 321, Tempo, 195440
1, 326, Tempo, 194805
1, 331, Tempo, 194175
1, 336, Tempo, 193548
1, 340, Tempo, 192926
1, 345, Tempo, 192308
1, 350, Tempo, 191693
1, 355, Tempo, 191083
1, 360, Tempo, 190476
1, 364, Tempo, 189873
1, 369, Tempo, 189274
1, 374, Tempo, 188679
1, 379, Tempo, 188088
1, 384, Tempo, 187500
1, 388, Tempo, 186916
1, 393, Tempo, 186335
1, 398, Tempo, 185759
1, 403, Tempo, 185185
1, 408, Tempo, 184615
1, 412, Tempo, 184049
1, 417, Tempo, 183486
1, 422, Tempo, 182927
1, 427, Tempo, 182371
1, 432, Tempo, 181818
1, 436, Tempo, 181269
1, 441, Tempo, 180723
1, 446, Tempo, 180180
1, 451, Tempo, 179641
1, 456, Tempo, 179104
1, 460, Tempo, 178571
1, 465, Tempo, 178042
1, 470, Tempo, 177515
1, 475, Tempo, 176991
1, 480, Tempo, 176471
1, 484, Tempo, 175953
1, 489, Tempo, 175439
1, 494, Tempo, 174927
1, 499, Tempo, 174419
1, 504, Tempo, 173913
1, 508, Tempo, 173410
1, 513, Tempo, 172911
1, 518, Tempo, 172414
1, 523, Tempo, 171920
1, 528, Tempo, 171429
