0, 0, Header, 1, 4, 384
1, 0, Start_track
1, 0, Title_t, "Les Sylvains"
1, 0, Title_t, "Opus 60 "
1, 0, Text_t, "Cecile Chaminade "
1, 0, Text_t, "\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 594001
1, 960, Tempo, 596956
1, 1152, Tempo, 747664
1, 1536, Tempo, 604473
1, 3072, Tempo, 720721
1, 3456, Tempo, 599940
1, 4032, Tempo, 598384
1, 4224, Tempo, 598384
1, 4416, Tempo, 707965
1, 4608, Tempo, 596956
1, 5184, Tempo, 701754
1, 5376, Tempo, 599940
1, 5952, Tempo, 695652
1, 6144, Tempo, 599940
1, 6336, Tempo, 598504
1, 6528, Tempo, 604473
1, 6720, Tempo, 598504
1, 6912, Tempo, 592593
1, 7104, Tempo, 592593
1, 7296, Tempo, 586740
1, 7488, Tempo, 594001
1, 7680, Tempo, 640000
1, 7872, Tempo, 689655
1, 8064, Tempo, 689655
1, 8640, Tempo, 689655
1, 8832, Tempo, 714286
1, 9600, Tempo, 594001
1, 10368, Tempo, 595415
1, 10560, Tempo, 860215
1, 10752, Tempo, 595415
1, 11712, Tempo, 592476
1, 11904, Tempo, 594001
1, 12096, Tempo, 592476
1, 12288, Tempo, 761905
1, 12672, Tempo, 595415
1, 13632, Tempo, 833333
1, 13824, Tempo, 592476
1, 19200, Tempo, 589623
1, 41472, Tempo, 1206030
1, 41686, Tempo, 1904762
1, 41886, Tempo, 634921
1, 42432, Tempo, 596956
1, 42624, Tempo, 747664
1, 43008, Tempo, 592476
1, 44544, Tempo, 720721
1, 44928, Tempo, 594001
1, 45504, Tempo, 592476
1, 45696, Tempo, 575429
1, 45888, Tempo, 707965
1, 46080, Tempo, 596956
1, 46656, Tempo, 701754
1, 46848, Tempo, 605938
1, 47424, Tempo, 695652
1, 47616, Tempo, 582468
1, 47808, Tempo, 592593
1, 48000, Tempo, 592593
1, 48192, Tempo, 592593
1, 48384, Tempo, 592593
1, 48576, Tempo, 592593
1, 48768, Tempo, 592593
1, 48960, Tempo, 605999
1, 49152, Tempo, 640000
1, 49344, Tempo, 689655
1, 49536, Tempo, 689655
1, 50112, Tempo, 689655
1, 50304, Tempo, 714286
1, 51456, Tempo, 582468
1, 62928, Tempo, 752351
1, 63552, Tempo, 581114
1, 73632, Tempo, 595474
1, 73728, Tempo, 601443
1, 73824, Tempo, 613748
1, 73920, Tempo, 2000000
1, 74112, Tempo, 598384
1, 75072, Tempo, 727273
1, 75264, Tempo, 598444
1, 75552, Tempo, 604473
1, 75648, Tempo, 599341
1, 75744, Tempo, 594354
1, 75840, Tempo, 607226
1, 75936, Tempo, 609075
1, 76032, Tempo, 612182
1, 76608, Tempo, 720721
1, 76800, Tempo, 623312
1, 76896, Tempo, 602954
1, 76992, Tempo, 615322
1, 77088, Tempo, 615322
1, 77184, Tempo, 615322
1, 77664, Tempo, 612182
1, 77760, Tempo, 612182
1, 77856, Tempo, 616903
1, 77952, Tempo, 612182
1, 78144, Tempo, 701754
1, 78336, Tempo, 612182
1, 78432, Tempo, 612182
1, 78528, Tempo, 612182
1, 78624, Tempo, 612182
1, 78720, Tempo, 612182
1, 78912, Tempo, 610625
1, 79008, Tempo, 714286
1, 79104, Tempo, 610625
1, 79296, Tempo, 604473
1, 79488, Tempo, 610625
1, 79680, Tempo, 610625
1, 79776, Tempo, 766773
1, 79872, Tempo, 604473
1, 80064, Tempo, 612182
1, 80160, Tempo, 609075
1, 80256, Tempo, 609075
1, 80352, Tempo, 615322
1, 80448, Tempo, 610625
1, 80544, Tempo, 610625
1, 80640, Tempo, 610625
1, 80736, Tempo, 615322
1, 80832, Tempo, 620091
1, 80928, Tempo, 625000
1, 81024, Tempo, 625000
1, 81120, Tempo, 657534
1, 81216, Tempo, 650336
1, 81312, Tempo, 623312
1, 81408, Tempo, 616903
1, 81504, Tempo, 623312
1, 81600, Tempo, 629921
1, 82176, Tempo, 618493
1, 82944, Tempo, 848057
1, 83040, Tempo, 839161
1, 83136, Tempo, 839161
1, 83232, Tempo, 839161
1, 83328, Tempo, 731707
1, 83520, Tempo, 628272
1, 84288, Tempo, 685714
1, 84480, Tempo, 624935
1, 84672, Tempo, 623312
1, 84768, Tempo, 623312
1, 84864, Tempo, 623312
1, 84960, Tempo, 616903
1, 85056, Tempo, 616903
1, 85248, Tempo, 613685
1, 85632, Tempo, 621762
1, 85728, Tempo, 629921
1, 85824, Tempo, 683761
1, 86016, Tempo, 738462
1, 86112, Tempo, 705882
1, 86208, Tempo, 687679
1, 86304, Tempo, 659341
1, 86400, Tempo, 623312
1, 87360, Tempo, 727273
1, 87552, Tempo, 624935
1, 88608, Tempo, 618493
1, 88704, Tempo, 624935
1, 88800, Tempo, 624935
1, 88896, Tempo, 631512
1, 88992, Tempo, 631512
1, 89088, Tempo, 629855
1, 89856, Tempo, 784314
1, 90240, Tempo, 816327
1, 90336, Tempo, 816327
1, 90432, Tempo, 816327
1, 90624, Tempo, 641711
1, 91392, Tempo, 747664
1, 92544, Tempo, 626632
1, 99837, Tempo, 695652
1, 99838, Tempo, 695652
1, 99839, Tempo, 695652
1, 99840, Tempo, 695652
1, 99841, Tempo, 695652
1, 99842, Tempo, 695652
1, 99843, Tempo, 695652
1, 99844, Tempo, 695652
1, 99845, Tempo, 695652
1, 99846, Tempo, 695652
1, 99847, Tempo, 695652
1, 99848, Tempo, 695652
1, 99849, Tempo, 695652
1, 99850, Tempo, 695652
1, 99851, Tempo, 695652
1, 99852, Tempo, 695652
1, 99853, Tempo, 695652
1, 99854, Tempo, 695652
1, 99855, Tempo, 695652
1, 99856, Tempo, 695652
1, 99857, Tempo, 695652
1, 99858, Tempo, 695652
1, 99859, Tempo, 695652
1, 99860, Tempo, 695652
1, 99861, Tempo, 695652
1, 99862, Tempo, 695652
